nom,adresse,description,telephone,courriel,site_web,territoire,clientele,categorie_territoire,secteur,secteur_secondaire,exclu
enfant-adulte de famille dysfonctionnelle ou alcoolique - montréal,Montréal Montréal QC,Groupe de soutien pour adultes ayant vécu dans une famille dysfonctionnelle ou alcoolique. Programme de 12 étapes. Liste des réunions: eada.qc.ca/reunions,514 990-0901,info@eada.qc.ca,eada.qc.ca,le Québec,adultes ayant vécu dans une famille dysfonctionnelle ou alcoolique,provincial,soutien_vulnerabilite,sante,non
toît en ville (un) - phase 1,Montréal QC,Logements sociaux subventionnés avec soutien communautaire. Activités. Souper communautaire une fois par mois.,514 527-6668,info@fohm.org,,île de Montréal,personnes seules et autonomes vivant avec un revenu de 32 500$ et moins,montreal,logement,developpement_communautaire,non
refuge pour les femmes de l'ouest de l'île,Montréal QC,Maison d'hébergement pour femmes et enfants victimes de violence conjugale. Accueil et suivi posthébergement. Écoute téléphonique. Consultation externe. Accompagnement dans les démarches juridiques et...,514 620-4845 poste 221,info@rfoi.org,rfoi.org,île de Montréal et les environs,"femmes et enfants victimes de violence conjugale, leurs proches, professionnels",montreal,soutien_vulnerabilite,defense_droits,non
diogène suivi communautaire,Ville-Marie Montréal QC,"Accompagnement dans les démarches médicales, financières et de logement, recherche de papiers d'identité et autres. Service de fiducie. Information, orientation et accompagnement à la cour municipale ...",514 874-1214,info@diogeneqc.org,www.diogeneqc.org,Grand Montréal,adultes vivant avec des problèmes de santé mentale associés à des difficultés judiciaires ou d'itinérance,grand_montreal,sante,soutien_vulnerabilite,non
clinique d'intervention psychosociale et counseling aop,Côte-Saint-Luc Montréal QC,"Consultation: dépression, anxiété, estime de soi, deuil, isolement, dépendance (alcool, drogues, Internet, jeu), gestion de la colère, stress post-traumatique, trouble de l'attention avec hyperact",514 731-8000,addictionoutreach@hotmail.com,addictionoutreach.ca,le Québec,personnes de 15 ans et plus en difficulté,provincial,sante,soutien_vulnerabilite,non
interligne,Ville-Marie Montréal QC,"Aide à la communauté LGBTQ et aux personnes s'intéressant aux questions relatives à l'orientation sexuelle et aux questions de genre. Écoute téléphonique. Aide par clavardage, messagerie texte et par ...",514 866-0103,aide@interligne.co,interligne.co,le Québec,"personnes gaies, lesbiennes, bisexuelles, trans et en questionnement, personnes qui s'intéressent aux questions relatives à l'orientation sexuelle et à l'identité de genre",provincial,soutien_vulnerabilite,defense_droits,non
logi-p.a.l.,Montréal QC,Logements sociaux offrant un suivi au besoin.,514 761-1351,cap@projetpal.com,www.projetpal.com/fr,île de Montréal,personnes vivant avec un défi de santé mentale,montreal,logement,sante,non
regard en elle,Lanaudière QC,"Maison d'hébergement de première étape pour femmes victimes de violences. Intervention, consultation. Accompagnement dans les démarches de tout ordre. Écoute téléphonique 24/7. Groupes d'entraide. Inf...",1 888 582-6005,servicesaide@regardenelle.org,regardenelle.org,le Québec,"femmes ayant vécu ou vivant de la violence, avec ou sans enfants",provincial,soutien_vulnerabilite,logement,non
écoute entraide,Montréal QC,Écoute active et référence par téléphone. Groupes d'entraide.,1 855 365-4463,direction@ecoute-entraide.org,www.ecoute-entraide.org,le Québec,toute personne qui traverse une période difficile et qui ressent le besoin de partager sa souffrance,provincial,soutien_vulnerabilite,,non
immigrand,Lachine Montréal QC,Valorisation de l'apport des immigrants. Conférences. Ateliers d'informatique. Accueil et encadrement des nouveaux arrivants. Réseautage. Entrepreneuriat des minorites racisées.,438 932-1081,info@immigrand.org,immigrand.org,Île de Montréal,nouveaux arrivants et immigrants établis,montreal,autres_missions_sociales,emploi,non
maison flora tristan,Montréal QC,"Maison d'aide et d'hébergement pour femmes victimes de violence conjugale. Hébergement d'urgence. Écoute, soutien et référence. Interventions individuelles et collectives. Suivi post-hébergement. Serv...",514 939-3463 poste 1,aide@maisonfloratristan.com,maisonfloratristan.com,île de Montréal,femmes victimes de violence conjugale avec ou sans enfant issues de toutes les communautés culturelles,montreal,soutien_vulnerabilite,logement,non
conseil des femmes de montréal,Le Sud-Ouest Montréal QC,"Aide à l'accomplissement de tout travail d'intérêt commun dans les domaines du statut de la femme, du bien-être social, de la santé publique et de l'éducation. Réseau comprenant plus de 40 organismes ...",,mcwinformation@gmail.com,montrealcouncilofwomen.ca,île de Montréal,"femmes, familles, enfants",montreal,defense_droits,developpement_enfants_familles,non
communauté thérapeutique la chrysalide,Le Plateau-Mont-Royal Montréal QC,Hébergement en foyer de groupe pour adultes vivant avec un trouble lié à la psychose. Milieu de vie expérimental et lieu de traitement psychosocial et psychanalytique. Soutien thérapeutique. Présence ...,514 378-3552,coordo.ctlc@gmail.com,www.ctlachrysalide.org,île de Montréal,adultes de 18 ans et plus vivant avec un trouble lié à la psychose et ayant un suivi à l'externe en psychiatrie,montreal,sante,soutien_vulnerabilite,non
sexoliques anonymes (les),Beloeil Montérégie QC,Réseau de groupes d'entraide hebdomadaires. Programme de rétablissement pour les personnes qui désirent arrêter leurs pensées et comportements sexuels autodestructeurs. Information téléphonique pour l...,514 254-8181,info@sa-quebec.org,www.sa-quebec.org,Grand Montréal,"personnes de 18 ans et plus, souffrant de dépendance sexuelle, d'obsession sexuelle ou de dépendance à la pornographie",grand_montreal,soutien_vulnerabilite,sante,non
maison l'issue,Montréal QC,Hébergement au stade de la remise en liberté provisoire pour auteurs de violence conjugale.,514 270-6633,info@transitioncentresud.ca,transitioncentresud.ca/maison-l-issue,île de Montréal,"hommes de 18 ans et plus référés par les services correctionnels du Québec ou du Canada, ou par la Commission québécoise des libérations conditionnelles",montreal,soutien_vulnerabilite,logement,non
humain avant tout,Montréal Montréal QC,Diffusion de contenu éducatif et de témoignages sur la santé mentale. Sensibilisation du public.,,contact@humainavanttout.com,www.humainavanttout.com,le Québec,,provincial,sante,education_formation,non
commission des services juridiques,Ville-Marie Montréal QC,S'assure que l'aide juridique soit fournie aux personnes financièrement admissibles par l'entremise de leurs centres régionaux.,514 873-3562,info@csj.qc.ca,www.csj.qc.ca/commission-des-services-juridiques,le Québec,personnes financièrement admissibles,provincial,defense_droits,,non
autisme sans limites,Le Sud-Ouest Montréal QC,"Programmes Les Clubs: activités récréatives et sociales pour briser l'isolement. Programmes Le Bien-Être: activités sportives, aide à la prise en charge de la santé physique et mentale. Programmes Pro...",514 966-5685,info@autismesanslimites.org,autismesanslimites.org,Grand Montréal,personnes de 18 à 35 ans autistes de haut niveau de fonctionnement cognitif et social,grand_montreal,sante,sports_loisirs_tourisme,oui
regroupement québécois des centres d'aide et de lutte contre les agressions à caractère sexuel,Montréal QC,Regroupement des CALACS. Réseau d'échange pour travailleuses et personnes militantes. Formation et information. Mobilisation et sensibilisation à la violence,1 877 717-5252,info@rqcalacs.qc.ca,rqcalacs.qc.ca,le Québec,femmes,provincial,soutien_vulnerabilite,defense_droits,non
maison de lina,Laval Nord-du-Québec QC,"Maison d'aide et d'hébergement. Ligne téléphonique 24 heures: écoute, information et accompagnement. Sensibilisation et prévention. Groupes de soutien avec ou sans hébergement. Rencontres individuelle...",450 962-8085,info@maisondelina.org,maisondelina.org,"hébergement: le Québec, suivi externe: laval, MRC Thérèse de Blainville, MRC Deux-Montragne","hébergement: femmes 18 ans et plus et enfants victimes de violence conjugale, services externes: femmes de tous âges victimes de violence conjugale",provincial,soutien_vulnerabilite,logement,non
association des centres d'écoute téléphonique du québec (l'),Capitale-Nationale QC,Regroupement et soutien des centres d'écoute téléphonique anonymes et confidentiels. Promotion. Représentation. Liste des centres d'écoute: www.lignedecoute.ca/centres-decoute-telephonique-par,418 928-9004,administration@lignedecoute.ca,www.lignedecoute.ca,le Québec,"centres d'écoute téléphonique, personnes vivant une période difficile",provincial,soutien_vulnerabilite,sante,non
maison grise de montréal (la),Montréal QC,Maison d'hébergement de 1ière étape et 2e étape et services externes. Maison d'hébergement de 1ière étape pour femmes vivant une problématique sociale: durée de 6 à 24 mois. Maison d'hébergement de 2e...,514 722-0009,info@lamaisongrise.org,lamaisongrise.org,Grand Montréal,"services externes: femmes de 18 ans et plus, avec ou sans enfants victimes de violence vivant de multiples problématiques sociales, hébergement de 1ère étape: femmes de 18 ans et plus, avec ou sans enfants (max 1 enfant de 2 ans et moins à l'admission) victimes de violence, hébergement de 2e étape: femmes de 18 ans et plus victimes de violence conjugale, avec ou sans enfants (max 2 enfants de 8 ans et moins à l'admission), formations: professionnel·le·s",grand_montreal,soutien_vulnerabilite,logement,non
en marge 12-17,Ville-Marie Montréal QC,"Accueil et hébergement pour les jeunes en difficultés. Écoute et réconfort. Travail de rue incluant prévention, éducation, référence et défense des droits. Hébergement d'urgence et à court terme. Acti...",514 849-7117,hebergement@enmarge1217.ca,www.enmarge1217.ca,île de Montréal,"jeunes en difficulté de 12 à 17 ans, leur famille, professionnel·le·s du milieu, logement social: jeunes de 16 à 22 ans ayant déjà utilisé un autre service de l'organisme",montreal,soutien_vulnerabilite,developpement_enfants_familles,non
exponenti'elles,Ville-Marie Montréal QC,"Programme intensif d'aide au développement de carrière et d'entreprise d'une durée d'un an pour établir un chemin hors de la pauvreté. Accompagnement professionnel, développement des compétences, atel...",438 299-4520,contact@upwithwomen.org,exponentielles.ca,le Québec,femmes et personnes issues de la diversité de genre de 18 ans et plus en situation précaire,provincial,emploi,soutien_vulnerabilite,non
maison d'hébergement anjou,Montréal QC,"Maison pour femmes victimes de violence conjugale. Hébergement. Soutien et information, écoute active et relation d'aide. Ressources pour les professionnels du milieu. Sensibilisation et éducation à l...",514 543-6007,direction@mhanjou.ca,mhanjou.ca,Grand Montréal,femmes et enfants victimes de violence conjugale,grand_montreal,soutien_vulnerabilite,defense_droits,non
centre d'aide aux victimes d'actes criminels de montréal - centre de l'île,Montréal QC,Services confidentiels de première ligne adaptés à chacune des étapes du processus judiciaire. Évaluation des besoins. Intervention post-traumatique et psychojudiciaire. Informa,1 866 532-2822,communication@cavacmontreal.qc.ca,cavac.qc.ca,île de Montréal,"personnes victimes d'un acte criminel, leurs proches, témoins d'un crime, peu importe la gravité, la nature et le moment du crime commis, que l'auteur·rice du crime soit ou non identifié·e, arrêté·e, poursuivi·e ou reconnu·e coupable",montreal,soutien_vulnerabilite,defense_droits,non
hybridé (l'),Montréal QC,Organisme à but non lucratif par et pour les personnes adoptées à l'international au Québec. Groupe d'entraide. Retour aux origines: ateliers de groupe pour échanger sur le processus de retour aux pay...,438 389-5465,info@lhybride.com,www.lhybride.com,le Québec,adultes ayant été adopté de l'international au Québec,provincial,soutien_vulnerabilite,developpement_communautaire,non
déphy montréal,Villeray—Saint-Michel—Parc-Extension Montréal QC,Regroupement des organismes de défense des droits des personnes vivant avec un handicap. Concertation. Réseautage. Action communautaire. Représentation.,514 255-4888,info@dephy-mtl.org,dephy-mtl.org,île de Montréal,organismes de défense des droits des personnes vivant avec une déficience physique ou sensorielle,montreal,defense_droits,sante,non
réseau habitation femmes - maison ontario,Ville-Marie Montréal QC,"Logements sociaux permanents pour femmes avec soutien communautaire. Meubles fournis: lit, frigidaire, poêle, tables, chaises et meubles de rangement.",514 875-9529,info@reseauhabitationfemmes.org,www.reseauhabitationfemmes.org,Grand Montréal,"femmes de 18 ans et plus seules, autonomes, mais à risque d'itinérance ou en difficulté, avec un revenu inférieur à 33 500$",grand_montreal,logement,soutien_vulnerabilite,non
mitan (le) - hébergement pour femmes,Laurentides QC,Hébergement et accompagnement psychosocial. Écoute téléphonique. Consultation individuelle et relation d'aide ponctuelle. Sensibilisation et prévention en violence conjugale. Groupe externe de sensibi...,450 435-3651,adjointeadministrative@lemitan.org,www.lemitan.org,le Québec,femmes victimes de violence conjugale avec ou sans enfants,provincial,soutien_vulnerabilite,logement,non
programme parent-aise,Mercier—Hochelaga-Maisonneuve Montréal QC,Programme d'accompagnement dans le processus de réintégration familiale des hommes contrevenants ayant un problème de délinquance sexuelle. Sensibilisation des membres de l'entourage.,514 257-9494 poste 227,parent-aise@maison-charlemagne.org,maison-charlemagne.org,Grand Montréal,hommes contrevenants ayant un problème de délinquance sexuelle et bénéficiant d'une libération sous conditions ou d'une ordonnance de surveillance longue durée,grand_montreal,soutien_vulnerabilite,sante,non
sos violence conjugale,Montréal QC,"Accueil, évaluation, information, sensibilisation, soutien et référence bilingues, anonymes et confidentiels. Services disponibles par téléphone, courriel, clavardage, texto ou ATS pour personnes sour...",1 800 363-9010,sos@sosviolenceconjugale.ca,sosviolenceconjugale.ca/fr,le Québec,"personnes victimes de violence conjugale, leurs proches, personnes auteures de violence, intervenant·e·s, personnes concernées par cette problématique",provincial,soutien_vulnerabilite,defense_droits,non
accueil bonneau - maison eugénie-bernier,Montréal QC,Hébergement à durée indéterminée.,514 845-3906 poste 0-245,soutien.hebergement@accueilbonneau.com,www.accueilbonneau.com,île de Montréal,hommes de 25 ans et plus ayant vécu une situation d'itinérance ou à risque d'en vivre une,montreal,soutien_vulnerabilite,logement,non
passages - logements sociaux permanents,Montréal QC,Appartements à prix abordable pour des femmes vivant de la discrimination ou ayant de la difficulté à vivre une stabilité résidentielle. Soutien communautaire favorisant le maintien en logement.,514 256-6952,direction@passagesmtl.org,www.passagesmtl.org,île de Montréal,personnes en difficulté de 18 à 30 ans s'identifiant comme femmes,montreal,logement,soutien_vulnerabilite,non
regroupement des maisons pour femmes victimes de violence conjugale,Montréal QC,"Développement de stratégies de sensibilisation pour la population, les intervenant·e·s sociaux·ales et du système judiciaire ainsi que les instances gouvernementales afin de mieux comp",514 878-9134,info@maisons-femmes.qc.ca,maisons-femmes.qc.ca,le Québec,"population générale, personnes intervenantes, gouvernement, membres: maisons d'aide et d'hébergement",provincial,soutien_vulnerabilite,defense_droits,non
passages,Montréal QC,"Hébergement dépannage: durée de 1 à 3 jours. Hébergement à court terme: durée jusqu'à 1 mois, avec repas et rencontres ponctuelles individuelles sur demande. Unités de logements sociaux permanents. Su...",514 875-8119,direction@passagesmtl.org,www.passagesmtl.org,île de Montréal,femmes de 18 à 30 ans en difficulté,montreal,soutien_vulnerabilite,logement,non
ymca libère ta tête,Montréal Montréal QC,Programme de 7 semaines conçu pour aider à gérer le stress et l'anxiété. Réunions de groupe hebdomadaires animées par des professionnel·le·s de la santé mentale.,438 937-5456,roberto.mormina@ymcaquebec.org,www.ymcaquebec.org/fr/YMCAliberetatete,île de Montréal,jeunes de 13 à 17 ans et jeunes adultes de 18 à 30 ans ressentant ou présentant des signes et des symptômes d'anxiété légère à moyenne,montreal,sante,developpement_enfants_familles,non
foyer pour femmes autochtones de montréal,Montréal Montréal QC,Hébergement jusqu'à 3 mois. Repas. Vêtements. Soutien juridique. Accompagnement et référence. Consultation individuelle. Ateliers et activités de groupe. Cérémonies et ateliers culturellement pertinen...,1 866 403-4688,nakuset@nwsm.info,ffamfr.squarespace.com,le Québec,"femmes autochtones, avec ou sans enfants",provincial,soutien_vulnerabilite,developpement_enfants_familles,non
réseau habitation femmes,Ville-Marie Montréal QC,Logements sociaux permanents pour femmes avec soutien communautaire. Distribution de matériel d'injection neuf aux personnes qui consomment des drogues (service gratuit).,514 875-9529,info@reseauhabitationfemmes.org,www.reseauhabitationfemmes.org,Grand Montréal,"femmes de 18 ans et plus seules, autonomes, mais à risque d'itinérance ou en difficulté, avec un revenu inférieur à 33 500$",grand_montreal,logement,sante,non
sidalys - habitations jean-pierre valiquette (les),Ville-Marie Montréal QC,Logements sociaux avec encadrement ponctuel. Durée illimitée. Rencontres collectives et animation de la vie communautaire. Aide dans la gestion de conflits.,514 842-4439,hjpv@sidalys.org,sidalys.org,île de Montréal,"personnes de 18 ans et plus vivant avec une infection transmise sexuellement ou par le sang, priorité aux personnes vivant avec le VIH",montreal,logement,sante,non
assistance aux femmes de montréal,Montréal QC,Maison d'hébergement pour femmes victimes de violence conjugale. Hébergement de trois à cinq semaines. Intervention et suivi. Consultation téléphonique et accompagnement. Intervention auprès des enfan...,1 800 865-8291,information@assistanceauxfemmes.ca,assistanceauxfemmes.ca,le Québec,femmes avec enfants victimes de violence conjugale,provincial,soutien_vulnerabilite,developpement_enfants_familles,non
sous le toit de p.a.l.,Montréal QC,Hébergement permanent avec soutien communautaire pour personnes vivant avec des problèmes de santé mentale. Approche alternative d'intervention visant à augmenter l'autonomie.,514 508-1873,sltdepal@gmail.com,www.projetpal.com/fr,île de Montréal,adultes vivant avec des problèmes de santé mentale,montreal,sante,logement,non
coalition des associations de consommateurs du québec,Ville-Marie Montréal QC,"Regroupement d'associations de consommateur·rice·s dont la mission vise la défense collective des droits et des intérêts des citoyen·ne·s consommateur·rice·s et de contribuer aux changements sociaux,",1 877 962-2227,info@cacq.ca,defensedesconsommateurs.org,le Québec,"associations de consommateur·ice·s, public en général",provincial,defense_droits,,non
degama - emplois en régions,Pierreville Centre-du-Québec QC,Accompagnement personnalisé pour l'intégration en région et la recherche d'emploi au Québec. Évaluation des besoins professionnels. Identification de l'objectif professionnel. Adaptation du CV et de l...,,nath@degama.ca,www.degama.ca,le Québec,personnes immigrantes,provincial,emploi,autres_missions_sociales,non
mission old brewery - résidence bash shetty,Montréal QC,Hébergement pour hommes sans-abri. Studios meublés. Salon et cuisines communautaires. Équipe de soutien en logement.,514 866-6591 poste 0,info@missionoldbrewery.ca,www.missionoldbrewery.ca/fr,Grand Montréal,hommes en situation d'itinérance,grand_montreal,soutien_vulnerabilite,logement,non
maison du réconfort,Montréal QC,Hébergement. Intervention individuelle et de groupe. Soutien et accompagnement. Écoute téléphonique. Information et référence. Prévention. Groupe de reprise de pouvoir. Suivi post-hébergement. Suivi e...,514 768-8648,intervenante@maisondureconfort.com,maisondureconfort.com,île de Montréal,femmes et enfants victimes de violence conjugale,montreal,soutien_vulnerabilite,developpement_enfants_familles,non
logis rose virginie,Rosemont—La Petite-Patrie Montréal QC,"Logement de transition subventionné, avec suivi et accompagnement allant jusqu'à 3 ans. Évaluation, orientation et références. Plan d'intervention, encadrement et suivi psychosocial adapté. Approche b...",514 374-5818 poste 105,info@logisrosevirginie.org,logisrosevirginie.org,Grand Montréal,"femmes seules, autonomes, âgées entre 18 et 52 ans, en difficulté, à faible revenu, itinérantes ou à risque de l'être, étant aux prises avec des problèmes complexes, souvent interreliés, ayant des impacts récurrents sur plusieurs aspects de leur vie (précarité économique, dépendances, problèmatiques liées à la santé mentale, violence, problèmes relationnels ou familiaux)",grand_montreal,soutien_vulnerabilite,logement,non
communauté thérapeutique la chrysalide - appartements supervisés,Le Plateau-Mont-Royal Montréal QC,Appartements supervisés pour adultes vivant avec un trouble lié à la psychose.,514 378-3552,coordo.ctlc@gmail.com,www.ctlachrysalide.org,île de Montréal,adultes de 18 ans et plus vivant avec un trouble lié à la psychose et ayant un suivi à l'externe en psychiatrie,montreal,sante,logement,non
entraide bois-de-boulogne,Ahuntsic-Cartierville Montréal QC,Accueil et soutien aux familles des nouveaux et anciens immigrants du Moyen-Orient. Aide aux devoirs. Visites et assistance aux personnes aînées. Cafés-rencontres. Conférences. Activités communautaire...,514 332-4222,info@entraideboisdeboulogne.ca,entraideboisdeboulogne.org,"île de Montréal, rives nord, sud et ouest",personnes immigrantes du Moyen-Orient,montreal,autres_missions_sociales,developpement_communautaire,non
immigrant québec,Le Plateau-Mont-Royal Montréal QC,"Média d'information pour personnes nouvellement arrivées. Collection de guides annuels diffusés en version papier et téléchargeables gratuitement: Immigrer au Québec, Travailler au Québec, Étudier au ...",514 279-4342,contact@immigrantquebec.com,immigrantquebec.com,le Québec,"candidat·e·s à l'immigration, personnes nouvellement arrivées",provincial,arts_culture_medias,autres_missions_sociales,oui
association d'entraide le chaînon - logements de transition,Montréal QC,Logements de transition pour femmes. Séjour pouvant aller jusqu'à 12 mois. Accompagnement. Repas inclus.,514 845-0151,secretariat@lechainon.org,lechainon.org,Grand Montréal,femmes en difficulté de 18 ans et plus,grand_montreal,soutien_vulnerabilite,logement,non
maison oxygène montréal - second souffle,Montréal QC,Logements de transition de deuxième étape pour pères avec enfants ayant déjà séjourné à la Maison Oxygène.,514 655-6625,oxygene@maisonoxygene.com,carrefourfamilial.com/maison-oxygene-montreal,Grand Montréal,pères avec enfants ayant déjà séjourné à la Maison Oxygène,grand_montreal,soutien_vulnerabilite,logement,non
maison secours aux femmes de montréal,Montréal QC,"Soutien aux femmes victimes de violence conjugale. Hébergement. Référence et information. Écoute, consultation téléphonique et externe. Suivi posthébergement, accompagnement. Interprétariat. Sensibili...",514 593-6353,maisonsecours@videotron.ca,,île de Montréal et les environs,femmes victimes de violence conjugale avec ou sans enfants jusqu'à 17 ans,montreal,soutien_vulnerabilite,logement,non
toît en ville (un) - phase 3,Ville-Marie Montréal QC,Logements sociaux subventionnés avec soutien communautaire. Activités. Souper communautaire une fois par mois.,514 527-6668,info@fohm.org,,île de Montréal,personnes seules et autonomes vivant avec un revenu de 32 500$ et moins,montreal,logement,developpement_communautaire,non
maisons de l'ancre (les),Villeray—Saint-Michel—Parc-Extension Montréal QC,"Hébergement de transition en foyer de groupe. Accueil et hébergement à moyen terme de 6 mois à 2 ans. Relation d'aide, accompagnement et suivi individuel et de groupe. Intervention psychosociale. Suiv...",514 374-5573,intervenantefoyer@lesmaisonsdelancre.org,www.lesmaisonsdelancre.org,île de Montréal,"femmes seules en difficulté, victimes de violence, à risque d'itinérance ou en situation d'itinérance ou avec une dépendance",montreal,soutien_vulnerabilite,logement,non
toît en ville (un) - phase 2,Ville-Marie Montréal QC,Logements sociaux subventionnés avec soutien communautaire. Activités. Souper communautaire une fois par mois.,514 526-5606,info@fohm.org,,île de Montréal,personnes seules et autonomes vivant avec un revenu de 32 500$ et moins,montreal,logement,developpement_communautaire,non
conseil québécois lgbt,Ville-Marie Montréal QC,"Concertation et représentation auprès des instances décisionnelles. Défense des droits et libertés. Militantisme, sensibilisation et formation. Répertoire des activités de formation et de sensibilisat...",514 759-6844,info@conseil-lgbt.ca,conseil-lgbt.ca,le Québec,"personnes et organisations lesbiennes, gaies, bisexuelles, trans, personnes victimes d'homophobie, de discriminations liées à l'orientation sexuelle ou l'identité de genre",provincial,defense_droits,,non
toît en ville (un) - phase 5,Ville-Marie Montréal QC,Logements sociaux subventionnés avec soutien communautaire. Activités. Souper communautaire une fois par mois.,514 527-6668,info@fohm.org,,île de Montréal,personnes seules et autonomes vivant avec un revenu de 40 000$ et moins,montreal,logement,developpement_communautaire,non
nouvelle-étape,Montréal Montréal QC,"Maison d'hébergement de deuxième étape pour femmes vivant en contexte de violence conjugale et leurs enfants. Services pour les résidentes: suivis individuels, groupe d'entraide, service post-hébergem...",438 380-3834,info@nouvelle-etape.org,nouvelle-etape.org,le Québec,femmes victimes ou ayant été victimes de violence conjugale postséparation avec ou sans enfants,provincial,soutien_vulnerabilite,logement,non
onroule.org,Ville-Marie Montréal QC,"Répertoire web des lieux publics et commerces accessibles, de logements accessibles, adaptables et adaptés, d'organismes accessibles et de ressources liées à l'accessibilité.",438 476-7012,info@onroule.org,onroule.org,Province de Québec,"personnes à mobilité réduite, jeunes familles, personnes aînées, personnes ayant des limitations fonctionnelles, personnes vivant en situation de handicap",provincial,soutien_vulnerabilite,developpement_communautaire,non
centre des femmes interculturel claire,Montréal-Nord Montréal QC,Services aux femmes cheffes de famille monoparentale ou issues de l'immigration. Alphabétisation et francisation. Intégration socio-professionnelle. Halte-garderie. Activités parent-enfants de 0 à 5 a...,514 325-9116,cflic@hotmail.ca,,"île de Montréal, prioritairement Montréal-Nord","femmes immigrantes ou monoparentales, familles, jeunes filles ou autres femmes dans le besoin, halte-garderie: familles participant aux activités et services du Centre",local,soutien_vulnerabilite,education_formation,non
avenue hébergement communautaire (l') - petites avenues,Mercier—Hochelaga-Maisonneuve Montréal QC,Logements transitoires en colocation.,514 254-2244,maison@lavenuehc.org,www.lavenuehc.org/fr,Grand Montréal,"personnes de 18 à 30 ans vivant avec des problèmes d'intégration, ayant un revenu égale ou supérieur à l'aide sociale et ayant une occupation (travail, étude, bénévolat) de 20 heures et plus pendant au moins un mois avant d'appliquer",grand_montreal,logement,soutien_vulnerabilite,non
armée du salut - abri d'espoir (l') - logements de transition,Montréal Montréal QC,"Logements de transition pour femmes. Hébergement à court, moyen et long terme: jusqu'à 24 mois avec repas fournis. Intervention psychosociale individuelle avec suivi. Salles communes, buander",514 934-5615,abriespoir.info@salvationarmy.ca,salvationarmy.ca/fr,Grand Montréal,femmes autonomes de 18 ans et plus en situation de vulnérabilité,grand_montreal,soutien_vulnerabilite,logement,non
avenue hébergement communautaire (l') - pignons sur rue,Montréal QC,Logements sociaux.,514 254-2244,maison@lavenuehc.org,www.lavenuehc.org/fr,Grand Montréal,hommes et femmes de 18 à 29 ans ayant des problèmes d'intégration,grand_montreal,logement,soutien_vulnerabilite,non
bouée régionale (la),Estrie QC,"Aide pour femmes victimes de violence. Information et références. Consultation individuelle avec ou sans hébergement. Hébergement: durée de trois mois, suivi posthébergement. Intervention avec accompa...",819 583-1233,info@labouee.com,labouee.com,le Québec,femmes victimes de violence,provincial,soutien_vulnerabilite,,non
camp carowanis,Montréal Montréal QC,Camp de vacances pour enfants vivant avec le diabète. Programme récréatif complet sous surveillance médicale. Enseignement sur les principes du contrôle du diabète. Fin de semaine familiale pour famil...,1 866 801-2401,info@campcarowanis.ca,diabete-enfants.ca,le Québec,"jeunes vivant avec le diabète de 16 ans et moins, leur famille",provincial,sante,sports_loisirs_tourisme,oui
mission bon accueil - logements de transition pour hommes,Montréal QC,Logements de transition pour hommes. Séjour pouvant aller jusqu'à trois ans.,514 935-6396,info@missionba.com,missionbonaccueil.com,Grand Montréal,hommes sans-abri ou dans le besoin de 18 ans et plus,grand_montreal,logement,soutien_vulnerabilite,non
mission old brewery - équipe mobile obm,Montréal QC,"Soutien aux équipes locales pour rendre accessible, directement dans l'espace public, les services disponibles aux personnes vulnérables. Demande et renouvellement de carte RAMQ. Impôts. Clinique juri...",438 860-3263,info@missionoldbrewery.ca,www.missionoldbrewery.ca/fr,île de Montréal,"personnes vulnérables, personnes en situation d'itinérance",montreal,soutien_vulnerabilite,defense_droits,non
altergo association,Le Sud-Ouest Montréal QC,"Organisme visant à faciliter un accès universel aux loisirs, à la culture et au sport. Formation de sensibilisation pour outiller les individus et les entreprises à l'accueil des personnes vivant avec...",514 933-2739,info@altergo.ca,www.altergo.ca,île de Montréal,organismes ou services de loisirs pour personnes vivant avec une limitation fonctionnelle,montreal,sports_loisirs_tourisme,sante,oui
maison lapierre,Ahuntsic-Cartierville Montréal QC,"Hébergement pour personnes demandeuses d'asiles. Durée allant jusqu'à 6 mois. Chambres meublées avec commodités. Salles de bain, cuisines et espaces communs. Accompagnement dans les démarches d'intégr...",514 387-4477,info@migrantmontreal.org,migrantmontreal.org,Grand Montréal,"personnes de 18 ans et plus autonomes dans le besoin, sans enfants, priorité donnée aux personnes demandeuses d'asiles",grand_montreal,soutien_vulnerabilite,logement,non
fédération des maisons d'hébergement pour femmes,Rosemont—La Petite-Patrie Montréal QC,Lieu d'échange et de formation pour les maisons membres. Promotion et sensibilisation. Défense des droits des femmes violentées et de leurs enfants. Représentation des maisons d'hébergement membres.,514 878-9757,info@fmhf.ca,fmhf.ca,le Québec,"maisons, gîtes, refuges et autres services sans but lucratif visant le bien-être ou la réinsertion des femmes vivant de la violence ou des difficultés d'intégration (itinérance, périodes de crise, toxicomanie, santé mentale)",provincial,soutien_vulnerabilite,defense_droits,non
"bouclier d'athéna (le), services familiaux",Montréal Montréal QC,"Intervention, sensibilisation et prévention de la violence conjugale et familiale avec une approche culturellement et linguistiquement adaptée pour les communautés ethnoculturelles. Consultation indiv...",1 877 274-8117,comptabilite@bouclierdathena.com,bouclierdathena.com/fr,Grand Montréal,"femmes victimes de violence conjugale et familiale, leurs enfants, particulièrement les personnes des communautés culturelles",grand_montreal,soutien_vulnerabilite,developpement_enfants_familles,non
